Key,Year,Identifier,Model,Model2,Category,Validation,Training (%),Test (%),Time Horizon,Time Horizon (Months),Rank within study,RMSE,nRMSE,R-Squared,R,MAE,MAPE,MASE,CORR,ME,SMAPE,MSE,Lambda,CVE,Pearson's correlation coefficient (ρ),Note/Input Variables,EXCLUDE
S4UIV6MP,2019,"Rangarajan, 2019",GLM,GLM,Machine Learning,Cross-validation,-,-,Real-time,not clear,2,0.861,,,,0.756,0.739,,,,,,,,,Mexico,
S4UIV6MP,2019,"Rangarajan, 2019",GLM,GLM,Machine Learning,Cross-validation,-,-,Real-time,not clear,3,0.865,,,,789,0.773,,,,,,,,,Thailand,
S4UIV6MP,2019,"Rangarajan, 2019",Kalman Filtering,Kalman Filtering,Time Series,Cross-validation,-,-,Real-time,not clear,3,0.875,,,,0.666,0.467,,,,,,,,,Brazil,
S4UIV6MP,2019,"Rangarajan, 2019",Time Series Analysis + Machine Learning,Hybrid ,Hybrid ,Cross-validation,-,-,Real-time,not clear,2,0.893,,,,0.889,0.917,,,,,,,,,Sigapore,
S4UIV6MP,2019,"Rangarajan, 2019",Kalman Filtering,Kalman Filtering,Time Series,Cross-validation,-,-,Real-time,not clear,3,1.035,,,,0.899,0.809,,,,,,,,,Mexico,
S4UIV6MP,2019,"Rangarajan, 2019",Kalman Filtering,Kalman Filtering,Time Series,Cross-validation,-,-,Real-time,not clear,3,1.088,,,,1.046,1.066,,,,,,,,,Sigapore,
S4UIV6MP,2019,"Rangarajan, 2019",Holt-Winters Based,Ensemble,Ensemble,Cross-validation,-,-,Real-time,not clear,4,1.374,,,,1.225,1.221,,,,,,,,,Brazil,
S4UIV6MP,2019,"Rangarajan, 2019",Holt-Winters Based,Ensemble,Ensemble,Cross-validation,-,-,Real-time,not clear,2,1.414,,,,1.271,0.402,,,,,,,,,Taiwan,
S4UIV6MP,2019,"Rangarajan, 2019",Holt-Winters Based,Ensemble,Ensemble,Cross-validation,-,-,Real-time,not clear,4,1.464,,,,1.457,1.927,,,,,,,,,Thailand,
S4UIV6MP,2019,"Rangarajan, 2019",Holt-Winters Based,Ensemble,Ensemble,Cross-validation,-,-,Real-time,not clear,4,1.513,,,,1.411,1.686,,,,,,,,,Mexico,
S4UIV6MP,2019,"Rangarajan, 2019",Holt-Winters Based,Ensemble,Ensemble,Cross-validation,-,-,Real-time,not clear,4,1.591,,,,1.666,1.698,,,,,,,,,Sigapore,
S4UIV6MP,2019,"Rangarajan, 2019",GLM,GLM,Machine Learning,Cross-validation,-,-,Real-time,not clear,3,1.95,,,,1.215,0.312,,,,,,,,,Taiwan,
S4UIV6MP,2019,"Rangarajan, 2019",Time Series Analysis + Machine Learning,Hybrid ,Hybrid ,Cross-validation,-,-,Real-time,not clear,4,2.18,,,,1.264,0.359,,,,,,,,,Taiwan,
S4UIV6MP,2019,"Rangarajan, 2019",Naïve,Naïve,Time Series,Cross-validation,-,-,Real-time,not clear,5,340,,,,207,0.23,,,,,,,,,Sigapore,
S4UIV6MP,2019,"Rangarajan, 2019",Naïve,Naïve,Time Series,Cross-validation,-,-,Real-time,not clear,5,2059,,,,1276,0.326,,,,,,,,,Thailand,
S4UIV6MP,2019,"Rangarajan, 2019",Naïve,Naïve,Time Series,Cross-validation,-,-,Real-time,not clear,5,2330,,,,1011,1.579,,,,,,,,,Taiwan,
S4UIV6MP,2019,"Rangarajan, 2019",Naïve,Naïve,Time Series,Cross-validation,-,-,Real-time,not clear,5,3570,,,,2161,0.492,,,,,,,,,Mexico,
S4UIV6MP,2019,"Rangarajan, 2019",Naïve,Naïve,Time Series,Cross-validation,-,-,Real-time,not clear,5,30560,,,,21678,0.546,,,,,,,,,Brazil,
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.235,,,,,,,,,,,,,Acre (AC),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.133,,,,,,,,,,,,,Alagoas (AL),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.248,,,,,,,,,,,,,Amapá (AP),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.169,,,,,,,,,,,,,Amazonas (AM),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.095,,,,,,,,,,,,,Bahia (BA),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.077,,,,,,,,,,,,,Ceará (CE),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.117,,,,,,,,,,,,,Distrito Federal (DF),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.121,,,,,,,,,,,,,Espírito Santo (ES),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.11,,,,,,,,,,,,,Goiás (GO),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.164,,,,,,,,,,,,,Maranhão (MA),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.194,,,,,,,,,,,,,Mato Grosso (MT),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.103,,,,,,,,,,,,,Mato Grosso do Sul (MS),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.11,,,,,,,,,,,,,Minas Gerais (MG),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.131,,,,,,,,,,,,,Pará (PA),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.087,,,,,,,,,,,,,Paraíba (PB),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.119,,,,,,,,,,,,,Paraná (PR),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.151,,,,,,,,,,,,,Pernambuco (PE),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.098,,,,,,,,,,,,,Piauí (PI),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.151,,,,,,,,,,,,,Rio de Janeiro (RJ),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.125,,,,,,,,,,,,,Rio Grande do Norte (RN),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.385,,,,,,,,,,,,,Rio Grande do Sul (RS),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.301,,,,,,,,,,,,,Rondônia (RO),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.15,,,,,,,,,,,,,Roraima (RR),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.26,,,,,,,,,,,,,Santa Catarina (SC),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.099,,,,,,,,,,,,,São Paulo (SP),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.157,,,,,,,,,,,,,Sergipe (SE),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost,CatBoost,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,2,,0.09,,,,,,,,,,,,,Tocantins (TO),
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.274,,,,,,,,,,,,,"Acre (AC),CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.052,,,,,,,,,,,,,"Alagoas (AL), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.21,,,,,,,,,,,,,"Amapá (AP), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.225,,,,,,,,,,,,,"Amazonas (AM),CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.083,,,,,,,,,,,,,"Bahia (BA), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.08,,,,,,,,,,,,,"Ceará (CE), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.041,,,,,,,,,,,,,"Distrito Federal (DF), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.057,,,,,,,,,,,,,"Espírito Santo (ES), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.087,,,,,,,,,,,,,"Goiás (GO), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.107,,,,,,,,,,,,,"Maranhão (MA), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.218,,,,,,,,,,,,,"Mato Grosso (MT), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.06,,,,,,,,,,,,,"Mato Grosso do Sul (MS), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.05,,,,,,,,,,,,,"Minas Gerais (MG), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.123,,,,,,,,,,,,,"Pará (PA), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.079,,,,,,,,,,,,,"Paraíba (PB), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.076,,,,,,,,,,,,,"Paraná (PR), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.125,,,,,,,,,,,,,"Pernambuco (PE), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.075,,,,,,,,,,,,,"Piauí (PI), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.162,,,,,,,,,,,,,"Rio de Janeiro (RJ), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.106,,,,,,,,,,,,,"Rio Grande do Norte (RN), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.227,,,,,,,,,,,,,"Rio Grande do Sul (RS), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.237,,,,,,,,,,,,,"Rondônia (RO), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.12,,,,,,,,,,,,,"Roraima (RR), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.22,,,,,,,,,,,,,"Santa Catarina (SC), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.064,,,,,,,,,,,,,"São Paulo (SP), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.113,,,,,,,,,,,,,"Sergipe (SE), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",CatBoost+SVM+LSTM,Ensemble,Ensemble,Training/Testing Data,80,20,Monthly ,not clear,1,,0.074,,,,,,,,,,,,,"Tocantins (TO), CatBoost+SVM+LSTM",
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.443,,,,,,,,,,,,,Acre (AC),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.182,,,,,,,,,,,,,Alagoas (AL),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.33,,,,,,,,,,,,,Amapá (AP),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.204,,,,,,,,,,,,,Amazonas (AM),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.149,,,,,,,,,,,,,Bahia (BA),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.109,,,,,,,,,,,,,Ceará (CE),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.179,,,,,,,,,,,,,Distrito Federal (DF),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.167,,,,,,,,,,,,,Espírito Santo (ES),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.105,,,,,,,,,,,,,Goiás (GO),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.159,,,,,,,,,,,,,Maranhão (MA),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.173,,,,,,,,,,,,,Mato Grosso (MT),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.175,,,,,,,,,,,,,Mato Grosso do Sul (MS),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.163,,,,,,,,,,,,,Minas Gerais (MG),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.159,,,,,,,,,,,,,Pará (PA),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.151,,,,,,,,,,,,,Paraíba (PB),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.167,,,,,,,,,,,,,Paraná (PR),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.11,,,,,,,,,,,,,Pernambuco (PE),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.16,,,,,,,,,,,,,Piauí (PI),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.155,,,,,,,,,,,,,Rio de Janeiro (RJ),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.191,,,,,,,,,,,,,Rio Grande do Norte (RN),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.216,,,,,,,,,,,,,Rio Grande do Sul (RS),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.17,,,,,,,,,,,,,Rondônia (RO),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.16,,,,,,,,,,,,,Roraima (RR),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.237,,,,,,,,,,,,,Santa Catarina (SC),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.163,,,,,,,,,,,,,São Paulo (SP),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.148,,,,,,,,,,,,,Sergipe (SE),
HEBNUTP6,2024,"Sebastianelli, 2024",LSTM,LSTM,Deep Learning,Training/Testing Data,80,20,Monthly ,not clear,4,,0.168,,,,,,,,,,,,,Tocantins (TO),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.169,,,,,,,,,,,,,Acre (AC),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.132,,,,,,,,,,,,,Alagoas (AL),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.387,,,,,,,,,,,,,Amapá (AP),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.168,,,,,,,,,,,,,Amazonas (AM),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.128,,,,,,,,,,,,,Bahia (BA),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.108,,,,,,,,,,,,,Ceará (CE),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.121,,,,,,,,,,,,,Distrito Federal (DF),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.11,,,,,,,,,,,,,Espírito Santo (ES),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.098,,,,,,,,,,,,,Goiás (GO),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.186,,,,,,,,,,,,,Maranhão (MA),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.262,,,,,,,,,,,,,Mato Grosso (MT),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.109,,,,,,,,,,,,,Mato Grosso do Sul (MS),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.117,,,,,,,,,,,,,Minas Gerais (MG),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.192,,,,,,,,,,,,,Pará (PA),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.108,,,,,,,,,,,,,Paraíba (PB),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.167,,,,,,,,,,,,,Paraná (PR),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.145,,,,,,,,,,,,,Pernambuco (PE),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.115,,,,,,,,,,,,,Piauí (PI),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.26,,,,,,,,,,,,,Rio de Janeiro (RJ),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.143,,,,,,,,,,,,,Rio Grande do Norte (RN),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.857,,,,,,,,,,,,,Rio Grande do Sul (RS),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.357,,,,,,,,,,,,,Rondônia (RO),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.133,,,,,,,,,,,,,Roraima (RR),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.716,,,,,,,,,,,,,Santa Catarina (SC),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.124,,,,,,,,,,,,,São Paulo (SP),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.135,,,,,,,,,,,,,Sergipe (SE),
HEBNUTP6,2024,"Sebastianelli, 2024",SVM,SVM,Machine Learning,Training/Testing Data,80,20,Monthly ,not clear,3,,0.108,,,,,,,,,,,,,Tocantins (TO),
DFVJYUMJ,2021,"Sharma, 2021",ARIMA,ARIMA,Time Series,in to the future,80,20,Not clear,not clear,4,,,,,2.92,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Croston's,Croston's,NA,in to the future,80,20,Not clear,not clear,7,,,,,3.31,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Damped Holt's,Damped Holt's,Time Series,in to the future,80,20,Not clear,not clear,6,,,,,3.36,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Exponential Smoothing,Exponential Smoothing,Machine Learning,in to the future,80,20,Not clear,not clear,3,,,,,2.88,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Exponential Smoothing,Exponential Smoothing,Machine Learning,in to the future,80,20,Not clear,not clear,5,,,,,3.34,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",MA,MA,Time Series,in to the future,80,20,Not clear,not clear,11,,,,,4.58,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Naïve,Naïve,Time Series,in to the future,80,20,Not clear,not clear,9,,,,,3.84,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Naïve ,Naïve ,Time Series,in to the future,80,20,Not clear,not clear,8,,,,,3.43,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",NNAR,Hybrid ,Hybrid ,in to the future,80,20,Not clear,not clear,2,,,,,2.75,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",not clear,not clear,NA,in to the future,80,20,Not clear,not clear,10,,,,,4.19,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",RF,RF,Machine Learning,in to the future,80,20,Not clear,not clear,9,,,,,3.84,,,,,,,,,,,
DFVJYUMJ,2021,"Sharma, 2021",Theta,Theta,Time Series,in to the future,80,20,Not clear,not clear,1,,,,,2.48,,,,,,,,,,,
WBFSAGX8,2019,"Shashvat, 2019",ANN + LR + SVm,Ensemble,Ensemble,Not clear,Not clear,Not clear,12M,12,1,13.022,,,,8.938,,,,,,169.5964,,,,ANN + Linear R + SVR,
WBFSAGX8,2019,"Shashvat, 2019",ANN,ANN,Machine Learning,Not clear,Not clear,Not clear,12M,12,2,255.955,,,,163.96,,,,,,65513.20631,,,,,
